id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
12077;05/02/1881;Herbignac;;1901;2413;;;265 Régiment d'infanterie;Compiègne - Hôpital Temporaire;Oise;34;Herbignac;Herbignac;;Soldat;;1
12078;10/04/1896;Crossac;;1916;2874;;;4 Régiment mixte de zouaves;Courlandon - Hôpital n°13;Marne;21;Pontchâteau;Crossac;;Soldat;Nécropole Nationale La Maison Bleue - Cormicy;1
12079;05/07/1883;Donges;;1903;3280;;;41 Régiment d'infanterie;Orléans;Loiret;31;Saint-Nazaire;Donges;;Soldat;Carré Militaire Orléans (SF);1
12080;25/08/1892;Donges;;1912;2102;;;37 Régiment d'infanterie;Bray-sur-Somme - Hôpital d'Evacuation;Somme;24;Saint-Nazaire;Donges;;Soldat;Ossuaire National Bray-sur-Somme;1
12081;09/08/1895;Donges;;1915;3304;;;9 Régiment mixte de zouaves;Courlandon - Hôpital d'Evacuation n°13;Marne;21;Saint-Nazaire;Donges;;Soldat;Nécropole Nationale La Maison Bleue - Cormicy;1
12082;20/10/1886;Donges;;1906;3261;;;241 Régiment d'infanterie;Fleury - Combats de Verdun;Meuse;19;Saint-Nazaire;Donges;;Soldat;;1
12083;29/12/1894;Donges;;1914;3849;;;147 Régiment d'infanterie;Pareid - Tranchée de Calonne;Meuse;20;Saint-Nazaire;Donges;;Soldat;;1
12084;24/06/1875;Donges;;1895;2861;;;5 Régiment du génie;Chagny;Saône-et-Loire;43;Saint-Nazaire;Donges;;Soldat;Carré Militaire Chagny;1
12085;19/04/1893;Donges;;1913;2722;;;135 Régiment d'infanterie;Toulon la Montagne;Marne;21;Saint-Nazaire;Donges;;Soldat;;1
12086;11/09/1887;Donges;;1907;2775;;;53 Régiment d'infanterie coloniale;Ailles;Aisne;29;Saint-Nazaire;Donges;;Soldat;;1
12087;03/08/1895;Donges;;1915;3307;;;91 Régiment d'infanterie;Cerny-en-Laonnois;Aisne;21;Saint-Nazaire;Donges;;Soldat;Nécropole Nationale Cerny-en-Laonnois;1
12088;27/11/1894;Donges;;1914;;;;3 Régiment mixte de zouaves et tirailleurs;Stalenstraat;Belgique;20;Saint-Nazaire;Donges;;Soldat;Nécropole nationale de Saint-Charles-de-Potyze;0
12089;26/11/1895;Herbignac;;1915;2253;;;3 Régiment d'infanterie coloniale;Naufrage du Provence II;;20;Herbignac;Herbignac;;Soldat;;1
12091;1877;;;;;;;11 Section de commis et d'ouvriers d'administration;Trignac;Loire Inférieure;41;;Chapelle-des-Marais, La;;Soldat;;1
12092;03/09/1890;Nantes;;;;;;116 Régiment d'infanterie;Bussy le Château - Ambulance n°10/13;Marne;28;;Lavau-sur-Loire;;Soldat;Cimetière Communal Lavau sur Loire;1
12094;28/07/1875;Crossac;;;;;;21 Régiment d'infanterie;Vadelaincourt - Hôpital n°12;Marne;41;;Nantes;;Soldat;;0
12095;03/04/1873;Crossac;;;;;;81 Régiment d'infanterie territoriale;Bonneval;Eure-et-Loir;41;;Nantes;;Soldat;;0
12096;03/09/1890;Nantes;;;;;;116 Régiment d'infanterie;Bussy le Château - Ambulance 10/13;Marne;28;;Nantes;;Soldat;;1
12097;17/12/1892;Chapelle-Heulin, La;cultivateur;1912;;;;135 Régiment d'infanterie;Zonnebeck;Belgique;21;Vallet;Chapelle-Heulin, La;La Morsonnière;Soldat;;0
12098;28/10/1894;Regrippière, La;cultivateur;1914;1505;;;10 Bataillon de chasseurs à pied;Sains-en-Gohelle - Ambulance n°3/21;Pas-de-Calais;20;Vallet;Régrippière, La;Tranchais;Soldat;;1
12099;12/05/1893;Regrippière, La;ferblantier;1913;1622;;;65 Régiment d'infanterie;Landrecourt - Ambulance n°5/8;Meuse;23;Vallet;Régrippière, La;Bourg;Soldat;Nécropole Nationale Landrecourt Lempire - Tombe 11, carré F;1
12100;13/07/1895;Remaudière, La;cultivateur;1915;1590;;;91 Régiment d'infanterie;Longepont (Secteur de);Aisne;22;Loroux-Bottereau, Le;Remaudière, La;Sencie;Soldat;Nécropole Nationale Villers-Cotterêts, tombe 49 B;1
12101;24/01/1879;Renaudière, La;;;;;;265 Régiment d'infanterie;Fay;Somme;37;;Nantes;;Soldat;Nécropole Nationale Maucourt;1
12102;;;;;;;;;;;;Moisdon-la-Rivière;Meilleraye-de-Bretagne, La;;;;0
12104;14/07/1892;Issé;;;;;;77 Régiment d'infanterie;Zonnebecke;Belgique;22;;Issé;;Soldat;;1
12105;17/05/1885;Issé;;;;;;64 Régiment d'infanterie;Souhesmes - Ambulance n°12/20;Meuse;31;;Issé;;Soldat;;1
12106;09/03/1897;Riaillé;cultivateur;1917;209;;;70 Régiment d'infanterie;Haramont - Ambulance 8/6;Aisne;21;Riaillé;Riaillé;;Soldat;Nécropole Nationale Soupir 1 - Soupir;1
12107;22/03/1893;Sainte-Anne-de-Campbon;;1913;3093;;;135 Régiment d'infanterie;Bièvre;Belgique;21;Savenay;Sainte-Anne-sur-Brivet;;Soldat;;1
12108;;;;;;;;;;;;;Mesquer;;;;0
12109;;;;;;;;;;;;;Nantes;;;;0
12110;17/04/1892;Nantes;;;;;;6 Régiment du génie;Roclincourt;Pas-de-Calais;23;;Nantes;;Sapeur;Nécropole Nationale Notre Dame de Lorette - Ablain Saint Nazaire;1
12111;06/11/1882;Nantes;;;;;;202 Régiment d'infanterie;Mesnil Saint Georges;Somme;35;;Nantes;;Soldat;Nécropole Nationale Dompierre;1
12112;18/04/1890;Indre;;;;;;70 Régiment d'infanterie;Auvelais;Belgique;24;;Nantes;;Soldat;;1
12113;05/02/1890;Nantes;;;;;;77 Régiment d'infanterie;Combats de Zonnebeke;Belgique;24;;Nantes;;Soldat;;1
12114;08/03/1877;Erbray;;;;;;15 Escadron du train des équipages;Laval - Hôpital Mixte;Mayenne;41;;Juigné-des-Moutiers;;Brigadier;;1
12115;22/11/1885;Plessé;;1905;;;;71 Régiment d'infanterie;Le Plessier Huleux;Aisne;32;Saint-Nicolas-de-Redon;Avessac;;Sergent;Nécropole Nationale Bois Roger - Ambleny;1
12116;14/10/1893;Gétigné;cultivateur;1913;1415;;;154 Régiment d'infanterie;Saint-Hilaire-le-Grand;Marne;21;Clisson;Gétigné;Foulandière;Soldat;Nécropole Nationale Mourmelon-le-Grand - Tombe 276;1
12117;;;;;;;;;;;;;Nantes;;;;0
12118;26/04/1880;Joué-sur-Erdre;tailleur;;271;;;23 Régiment d'artillerie de campagne;Auve - Ambulance 9/5;Marne;38;Riaillé;Joué-sur-Erdre;;Canonnier Servant ;Nécropole Nationale Pont de Marson - Minaucourt le Mesnil les Hurlus;1
12119;27/03/1890;Guémené-Penfao;;;;;;51 Régiment d'artillerie;Mamers ;Sarthe;24;;Guémené-Penfao;;Canonnier Chauffeur;;1
12120;08/02/1880;Rezé;jardinier;1900;1183;;;17 Groupe de Cavaliers ;Saumur;Maine-et-Loire;37;Bouaye;Rezé;;Cavalier;Cimetière Saint-Pierre de Rezé;1
12121;12/04/1894;Derval;;1914;935;;;135 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;21;Derval;Derval;;Caporal;;1
12122;17/09/1881;Bonnoeuvre;;;;;;64 Régiment d'infanterie;Beauséjour;Marne;33;;Issé;;Caporal;Nécropole Nationale Pont de Marson - Minaucourt le Mesnil les Hurlus;1
12123;16/03/1882;Avessac;;1902;;;;5 Régiment de tirailleurs algériens;Les Quatre Vents - Estrée Caudry - Ambulance n°1/70;Pas-de-Calais;33;Saint-Nicolas-de-Redon;Avessac;;Lieutenant;;1
12124;11/11/1880;Plaine-sur-Mer, La;;1900;;;;121 Bataillon de chasseurs à pied;Epine de Vedegrange;Marne;34;Pornic;Préfailles;;;;0
12125;04/08/1884;Saint-Vincent-des-Landes;;;;;;23 Section d'infirmiers militaires;Mesgrigny - Hôpital Complémentaire n°63;Aube;34;;Saint-Vincent-des-Landes;;;Nécropole Nationale Fere Champenoise;1
12126;24/04/1884;Thouaré-sur-Loire;;1904;382;;;264 Régiment d'infanterie;Filain;Aisne;34;Carquefou;Thouaré-sur-Loire;;Caporal;;1
12127;;;;;;;;;;;;;Noyal-sur-Brutz;;;;0
12128;11/04/1890;Pierric;;1910;2359;;;3 Régiment du génie;Berry au Bac;Aisne;25;Guémené-Penfao;Pierric;;Sapeur  ;;1
12129;06/03/1890;Moisdon-la-Rivière;;;;;;21 Régiment d'infanterie;Noulette;Pas-de-Calais;24;;Moisdon-la-Rivière;;Sergent;;1
12130;;;;;;;;;;;;;Pornic;;Soldat;;0
12131;24/06/1894;Saint-Père-en-Retz;;;;;;153 Régiment d'infanterie;Poëlcapelle;Belgique;20;;Pornic;;Soldat;Leper Saint Charles de Potyze;1
12132;22/06/1897;Fresnay-en-Retz;;;;;;262 Régiment d'infanterie;Somme-PY;Marne;21;;Pornic;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
12133;28/09/1886;Puceul;;;;;;320 Régiment d'infanterie;Nord-Est de Verdun;Meuse;30;;Puceul;;Soldat;;1
12134;13/03/1880;Port-Saint-Père;;1900;2601;;;6 Régiment du génie;Mesgrigny;Aube;36;Bouaye;Rezé;Pont-Rousseau;Soldat;;1
12135;05/01/1888;Riaillé;cultivateur;1908;202;;;7 Régiment de tirailleurs algériens;Neuville-Saint-Vaast;Pas-de-Calais;27;Riaillé;Riaillé;;Sergent;;1
12136;06/10/1886;Saffré;cultivateur;1906;1014;;;64 Régiment d'infanterie;Tahure;Marne;28;Nozay;Saffré;;Soldat;;1
12137;08/04/1884;Saffré;laboureur;1904;1618;;;264 Régiment d'infanterie;Trouville;Calvados;30;Nozay;Saffré;;Soldat;;1
12138;25/08/1872;Freigné;aubergiste;1892;;;;71 Régiment d'infanterie territoriale;Hardaumont;Meuse;42;Ancenis;Saint-Géréon;La Croix;Soldat;;0
12139;17/10/1894;Loroux-Béconnais;;;;;;46 Régiment d'artillerie;Vého ;Meurthe-et-Moselle;21;;Saint-Géréon;;Soldat;;0
12140;07/12/1881;Conquereuil;cultivateur;1901;2093;;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;33;Saint-Philbert-de-Grand-Lieu;Saint-Lumine-de-Coutais;La Raingeardière;Soldat;;1
12141;08/05/1891;Saint-Père-en-Retz;;;;;;9 Régiment du génie;Eparges, Les;Meuse;23;;Saint-Nazaire;;Soldat;;1
12142;25/03/1882;Saint-Michel-Chef-Chef;cultivateur;1902;344;;;265 Régiment d'infanterie;Estrées;Somme;34;Pornic;Saint-Michel-Chef-Chef;;Sous-Lieutenant;;1
12143;30/03/1878;Saint-Viaud;;1898;3704;;;147 Régiment d'infanterie;Nantes - Asile;Loire Inférieure;39;Saint-Père-en-Retz;Saint-Viaud;;Soldat;;1
12144;20/09/1884;Saint-Vincent-des-Landes;;;;;;120 Régiment d'infanterie;Châlons sur Marne - Hôpital;Marne;30;;Saint-Vincent-des-Landes;;Soldat;Carré Militaire de l'Est - Chalons en Champagne;1
12145;30/11/1890;Saint-Vincent-des-Landes;;;;;;116 Régiment d'infanterie;Maissin;Belgique;23;;Saint-Vincent-des-Landes;;Soldat;;1
12146;24/05/1889;Riaillé;cultivateur;1909;887;;;321 Régiment d'infanterie;Bixschoote;Belgique;28;Derval;Saint-Vincent-des-Landes;;Soldat;cimetière de Bixschoote;1
12147;09/09/1897;Sainte-Luce-sur-Loire;cultivateur;1917;1307;;;70 Régiment d'infanterie;Blanzy - Bois de Mauloy;Aisne;20;Carquefou;Sainte-Luce-Sur-Loire;;Soldat;Nécropole Nationale Bois Roger - Ambleny - Carré L, Tombe 238;1
12148;22/03/1878;Sion-les-Mines;;;1048;;;8 Régiment du génie;Juvincourt;Aisne;39;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Pontavert;1
12149;22/09/1887;Sion-les-Mines;;;757;;;64 Régiment d'infanterie;Tahure;Marne ;28;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Suippes Ville - Suippes;1
12150;17/10/1896;Soudan;cultivateur;;61;;;288 Régiment d'infanterie;Fay-en-Haye ;Meurthe-et-Moselle;20;Châteaubriant;Soudan;la Gyptière;Soldat;Nécropole Nationale Le Petant - Montauville;1
12151;14/07/1891;Soulvache;;1911;649;;;33 Régiment d'artillerie;Châlons sur Marne - Hôpital Complémentaire A;Marne;23;Rougé;Soulvache;;Soldat;Carré Militaire de l'Est - Chalons en Champagne;1
12152;02/11/1888;Vay;;1908;1583;;;64 Régiment d'infanterie;Beauséjour;Marne;26;Nozay;Vay;;Soldat;;1
12153;;;;;;;;;;;;;Villepôt;;Soldat;;0
12154;;;;;;;;;;;;Pellerin, Le;Vue;;Soldat;;0
12155;18/09/1889;Avessac;;1909;;;;65 Régiment d'infanterie;La Fère Champenoise;Marne;24;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
12156;26/01/1885;Bonnoeuvre;;1905;141;;;264 Régiment d'infanterie;Compiègne - Hôpital Mixte;Oise;29;Saint-Mars-la-Jaille;Bonnoeuvre;;Soldat;Nécropole Nationale Royallieu - Compiégne;1
12157;13/05/1893;Châteaubriant;;1913;673;;;77 Régiment d'infanterie;Broyes;Marne;21;Châteaubriant;Châteaubriant;;Soldat;;1
12158;29/12/1888;Conquereuil;;1908;2328;;;35 Régiment d'artillerie;Paris - 4ème Arrondissement;Seine  ;29;Guémené-Penfao;Conquereuil;;Soldat;;1
12159;25/11/1895;Frossay;;1915;1695;;;15 Bataillon de chasseurs à pied;Secteur de Bossé;Aisne;22;Saint-Père-en-Retz;Frossay;;Soldat;Cimetière Communal Frossay;1
12160;1876;;;1896;1710;;;328 Régiment d'infanterie;La Harazée;Marne;39;Saint-Père-en-Retz;Frossay;;Soldat;Nécropole Nationale Saint Thomas en Argonne;1
12161;14/12/1894;Conquereuil;;;;;;96 Régiment d'infanterie;Beauséjour;Marne;20;;Guémené-Penfao;;Soldat;Nécropole Nationale Pont de Marson - Minaucourt le Mesnil les Hurlus;1
12162;30/05/1882;Guémené-Penfao;;;;;;142 Régiment d'infanterie;Secteur de Vaux devant Damloup;Meuse;34;;Guémené-Penfao;;Soldat;;1
12163;1899;Puceul;;;;;;65 Régiment d'infanterie;Puceul;Loire Inférieure;20;;Chevallerais, La;;Soldat;;1
12164;16/04/1886;Cellier Le;;1906;22;;;264 Régiment d'infanterie;Compiègne - Hôpital;Oise;28;Ligné;Cellier, Le;;Soldat;;1
12165;19/05/1889;Cellier Le;cultivateur;1909;80;;;293 Régiment d'infanterie;Verdun;Meuse;37;Ligné;Cellier, Le;;Soldat;;1
12166;14/06/1884;Legé;;1904;3305;;;265 Régiment d'infanterie;Fay;Somme;32;Legé;Legé;;Soldat;;1
12167;15/02/1895;Pierric;;1915;330;;;26 Bataillon de chasseurs à pied;Bouchavesnes - Bois Sabé;Somme;21;Guémené-Penfao;Marsac-sur-Don;;Soldat;;1
12168;11/08/1884;Belligné;;1904;190;;;264 Régiment d'infanterie;Moulin sous Touvent;Oise;30;Saint-Mars-la-Jaille;Maumusson;;Soldat;;1
12169;25/08/1896;Mésanger;;1916;302;;;288 Régiment d'infanterie;Cauly;Oise;21;Ancenis;Mésanger;;Soldat;Nécropole Nationale Remy;1
12170;22/11/1881;Nantes;;;;;;225 Régiment d'infanterie;Souain;Marne;33;;Nantes;;Soldat;;1
12171;21/07/1880;Sion-les-Mines;;;;;;3 Régiment d'infanterie coloniale;Rochefort-sur-mer;Charente-Maritime;34;;Nantes;;Soldat;Carré Militaire Cimetière Maritime - Rochefort;1
12172;07/07/1896;Saint-Nazaire;;1916;294;;;20 Régiment d'infanterie;Châlons sur Marne - Hôpital Temporaire n°18;Marne;21;Paimboeuf;Paimboeuf;;Soldat;;1
12173;07/10/1885;Pannecé;;1905;373;;;264 Régiment d'infanterie;Saint Pierre les Bitry;Oise;31;Riaillé;Pannecé;;Soldat;Nécropole Nationale Vic sur Aisne;1
12174;26/06/1884;Pierric;;1904;593;;;2 Régiment d'infanterie coloniale;Souain;Marne;31;Guémené-Penfao;Pierric;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
12175;08/05/1893;Pierric;;1913;1584;;;135 Régiment d'infanterie;Zillebeke;Belgique;21;Guémené-Penfao;Pierric;;Soldat;;1
12176;08/03/1883;Pierric;;1903;2744;;;241 Régiment d'infanterie;Minorville ;Meurthe-et-Moselle;33;Guémené-Penfao;Pierric;;Soldat;Nécropole Nationale Noviant aux Prés;1
12177;05/04/1876;Conquereuil;;1896;2433;;;328 Régiment d'infanterie;Sainte Menehould;Marne;38;Guémené-Penfao;Pierric;;Soldat;Nécropole Nationale Sainte Menehould;1
12178;21/10/1888;Guémené-Penfao;;1908;2314;;;293 Régiment d'infanterie;Fricourt;Somme;25;Nantes;Nantes;;Soldat;Nécropole Nationale Albert;1
12179;11/05/1886;Langon;;1906;;;;65 Régiment d'infanterie;Beaumont;Somme;28;Guémené-Penfao;Pierric;;Soldat;;0
12180;23/09/1880;Grand-Fougeray, Le;;1900;;;;91 Régiment d'infanterie;La Tranchée de Calonne;Meuse;34;Guémené-Penfao;Pierric;;Soldat;;0
12181;22/11/1893;Grandchamp-des-Fontaines;;;;;;64 Régiment d'infanterie;Quennevières;Oise;21;;Indre;;Sous-Lieutenant;;1
12182;11/09/1887;Orvault;cultivateur;1907;464;;;87 Régiment d'artillerie lourde;Portieux;Vosges;31;Chapelle-sur-Erdre, La;Orvault;;Canonnier ;;1
12183;31/07/1890;Orvault;cultivateur;1910;461;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;24;Chapelle-sur-Erdre, La;Orvault;;Caporal;;1
12184;08/10/1896;Nozay;;;;;;47 Régiment d'infanterie;Dôle - Hôpital Complémentaire n°19;Jura;21;;Nozay;;Soldat;Carré Militaire Dôle;1
12185;12/04/1895;Nozay;;;;;;106 Régiment d'infanterie;Souain;Marne;20;;Nozay;;Soldat;;1
12186;12/11/1894;Orvault;cultivateur;1914;1764;;;153 Régiment d'infanterie;Maison de Champagne;Marne;20;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
12187;;;;;;;;;;;;;Nantes;;;;1
12188;20/07/1893;Naubert-Fontaine;;;;;;147 Régiment d'infanterie;Saint-Nazaire;Loire Inférieure;21;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
12189;18/12/1898;Sainte-Hermine;;;;;;151 Régiment d'infanterie;Villers Hélon - Ambulance 12/16;Aisne;19;;Vertou;;Soldat;;1
12190;16/01/1881;Roubaix;;;;;;162 Régiment d'infanterie;Saint-Nazaire Hôpital Auxiliaire n°6;Loire Inférieure;34;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
12191;26/02/1886;Sévérac;;1906;2673;;;270 Régiment d'infanterie;La Vallée aux Bleds;Aisne;28;Saint-Gildas-des-Bois;Sévérac;;Caporal;;1
12192;10/04/1893;Sables-d'-Olonne, Les;;;;;;135 Régiment d'infanterie;Bièvre;Belgique;21;;Nantes;;Soldat;Cimetière Militaire - Cimetière Militaire Franco Allemand;1
12193;18/11/1889;Sables-d'-Olonne, Les;;;;;;93 Régiment d'infanterie;Sedan;Ardennes;24;;Nantes;;Soldat;;1
12194;24/04/1896;Nantes;;;;;;4 Régiment de chasseurs d'Afrique;Semendia - Neusatz;Hongrie;22;;Nantes;;Brigadier;Cimetière de la Miséricorde - Nantes;1
12195;29/01/1888;Saint-Molf;douanier;1908;3294;;;168 Régiment d'infanterie;Saint-Thomas en Argonne;Marne;27;Guérande;Saint-Molf;;Soldat;;1
12196;25/01/1892;Saint-Molf;;1912;2727;;;96 Régiment d'infanterie;Beauséjour;Marne;23;Herbignac;Chapelle-des-Marais, La;;Soldat;Nécropole Nationale Pont de Marson - Minaucourt le Mesnil les Hurlus;1
12197;05/10/1883;Saint-Quentin-en-Mauges;maçon;;;;;64 Régiment d'infanterie;Thiaumont;Meuse;32;;Varades;;Sous-Lieutenant;;0
12198;1875;;;;;;;301 Régiment d'infanterie;Saint Remy la Calonne;Meuse;40;;Baule-Escoublac, La;;Soldat;;0
12200;31/07/1896;Bouin;;;;;;1 Régiment d'infanterie coloniale;Souhesmes;Meuse;19;;Nantes;;Soldat;;1
12201;25/04/1882;Maumusson;;1902;179;;;115 Régiment d'infanterie;Mamers ;Sarthe;36;Saint-Mars-la-Jaille;Maumusson;;Caporal;;1
12202;12/05/1879;Saint-Herblon;;1899;422;;;29 Régiment d'artillerie;Verdun - Hôpital Temporaire n°4;Meuse;35;Saint-Mars-la-Jaille;Maumusson;;Sous-Lieutenant;Nécropole Nationale Faubourg Pavé - Verdun;1
12204;22/05/1885;Marsac;;;;;;28 Régiment d'artillerie;Viel Arcy;Aisne;31;;Nantes;;Canonnier ;Nécropole Nationale Soupir n°2;1
12205;09/07/1896;Héric;cultivateur;1916;1123;;;410 Régiment d'infanterie;Cutry;Aisne;21;Nozay;Saffré;;Soldat;Nécropole Nationale Vauxbuin;1
12206;03/07/1895;Meilleraye-de-Bretagne, La;;1915;675;;;410 Régiment d'infanterie;Aux Cavaliers de Courcy;Marne;21;Moisdon-la-Rivière;Meilleraye-de-Bretagne, La;;Caporal;Nécropole Nationale Sillery;1
12207;16/07/1884;Touches, Les;cultivateur;1904;975;;;264 Régiment d'infanterie;Moulin-sous-Touvent;Oise;30;Nort-sur-Erdre;Touches, Les;lieu-dit le Tertre;Caporal;Nécropole nationale de Vic-sur-Aisne;1
12208;20/06/1873;Saint-Mars-du-Désert;cultivateur;1893;1055;non;;5 Régiment du génie;Fouquereuil;Pas-de-Calais;44;Nort-sur-Erdre;Saint-Mars-du-Désert;;Sapeur;;1
12209;10/07/1873;Saint-Mars-du-Désert;cultivateur;1893;1179;oui;1895;6 Régiment du génie;Tahure;Marne;42;Nort-sur-Erdre;Saint-Mars-du-Désert;;Lieutenant;Nécropole Nationale La Crouée - Souain-Perthes-lès-Hurlus, tombe 5116;1
12210;22/03/1884;Sainte-Luce-sur-Loire;jardinier;1904;391;;;64 Régiment d'infanterie;Amiens - hopital Temporaire;Somme;31;Carquefou;Sainte-Luce-Sur-Loire;;Soldat;Nécropole Nationale Saint-Acheul - Amiens - Tombe 1843;1
12211;;;;;;;;;;;;;Nantes;;;;1
12212;;;;;;;;;;;;;Nantes;;;;1
12213;;;;;;;;;;;;;Nort-sur-Erdre;;;;0
12214;13/08/1887;Rouxière, La;cultivateur;1907;118;;;6 Régiment du génie;Charlognes;Ardennes;27;Varades;Rouxière, La;la Cour;Sapeur;;1
12215;17/09/1887;Blain;;;;;;69 Régiment d'infanterie;Curlu;Somme;28;;Blain;;Sergent;;1
12216;14/03/1891;Saffré;cultivateur;1911;1085;;;120 Régiment d'infanterie;Mesnil-la-Courtine;Marne ;24;Nozay;Saffré;;Caporal;;1
12217;07/11/1891;Saint-Julien-de-Concelles;cultivateur;1911;975;;;114 Régiment d'infanterie;Aubvillers;Somme;26;Loroux-Bottereau, Le;Saint-Julien-de-Concelles;Charpentraie;Soldat;;1
12219;06/04/1886;Saint-Mars-du-Désert;cultivateur;1906;537;non;;264 Régiment d'infanterie;Villers-Saint-Genest;Oise;28;Nort-sur-Erdre;Saint-Mars-du-Désert;;Soldat;;1
12220;03/12/1883;Saint-Mars-du-Désert;cultivateur;1903;419;non;;264 Régiment d'infanterie;Francilly - Selency;Aisne;33;Nort-sur-Erdre;Saint-Mars-du-Désert;;Soldat;Nécropole Nationale Saint Quentin - Tombe 170;1
12221;03/11/1879;Saint-Mars-du-Désert;cultivateur;;1158;;;280 Régiment d'infanterie;Cuperly - Ambulance 7/2;Marne;36;Nort-sur-Erdre;Saint-Mars-du-Désert;;Soldat;Nécropole Nationale Mont Frenet - La Cheppe;1
12222;;;;;;;;;;;;;Saint-Vincent-des-Landes;;Soldat;;0
12223;23/05/1889;Abbaretz;;;;;;93 Régiment d'infanterie;Maissin;Belgique;25;;Saint-Vincent-des-Landes;;Soldat;;1
12224;17/01/1885;Abbaretz;;;;;;348 Régiment d'infanterie;Montereau - Hôpital Civil;Seine-et-Marne;31;;Saint-Vincent-des-Landes;;Soldat;Carré Militaire Montereau Fault Yonne;1
12225;13/06/1884;Abbaretz;cultivateur;;;;;264 Régiment d'infanterie;Moulin sous Touvent;Oise;30;;Abbaretz;;Soldat;;1
12226;07/04/1888;Blain;;;;;;19 Régiment d'infanterie;Brest - Hôpital Temporaire n°6;Finistère;26;;Blain;;Soldat;Carré Militaire Kerfautras - Brest;0
12227;19/05/1874;Carquefou;;1894;147;;;82 Régiment d'infanterie territoriale;Toulouse ;Haute-Garonne;40;Carquefou;Carquefou;;Soldat;;1
12228;17/11/1895;Saint-Mars-du-Désert;cultivateur;1915;374;;;154 Régiment d'infanterie;Epernay - Hôpital Mixte;Marne;21;Carquefou;Carquefou;;Soldat;Nécropole Nationale La Ferme de Suippes - Tombe 504;1
12229;25/02/1876;Couffé;vacher;1896;1391;;;235 Régiment d'artillerie;Varangéville;Meurthe-et-Moselle;42;Ligné;Couffé;Roche ;Soldat;Nécropole Nationale Noviant aux Prés;1
12230;15/02/1885;Grand-Auverné;;1905;395;;;64 Régiment d'infanterie;Ecury-le-Repos;Marne;29;Moisdon-la-Rivière;Grand-Auverné;;Soldat;;1
12231;24/06/1896;Vay;;;;;;135 Régiment d'infanterie;Sailly Saillisel;Somme;20;;Guémené-Penfao;;Soldat;Carré Communal Flers;0
12232;09/09/1884;Meilleraye-de-Bretagne, La;;1904;1226;;;264 Régiment d'infanterie;Moulin sous Touvent;Oise;30;Moisdon-la-Rivière;Meilleraye-de-Bretagne, La;;Soldat;Nécropole Nationale Vic sur Aisne;1
12233;19/06/1891;Meilleraye-de-Bretagne, La;;1911;711;;;8 Régiment de tirailleurs indigènes;Hurtebise;Aisne;25;Moisdon-la-Rivière;Meilleraye-de-Bretagne, La;;Soldat;;1
12234;20/08/1889;Cellier, Le;cultivateur;1909;103;;;72 Régiment d'infanterie;Montgobert - Forêt de Retz;Aisne;28;Ligné;Cellier, Le;;Soldat;;1
12235;15/05/1895;Rezé;;;;;;3 Bataillon de marche d'Afrique;Esnes - Côte 304;Meuse;20;;Nantes;;Soldat;;1
12236;05/12/1897;Nantes;;;;;;83 Régiment d'infanterie;Nantes - Hôpital Militaire Broussais;Loire Inférieure;20;;Nantes;;Soldat;;1
12237;14/02/1888;Nantes;;;;;;64 Régiment d'infanterie;Ecury-le-Repos;Marne;26;;Nantes;;Soldat;Nécropole Nationale Fere Champenoise;1
12238;02/01/1883;Touches, Les;;;;;;174 Régiment d'infanterie;Bussy le Château;Marne;32;Nort-sur-Erdre;Touches, Les;;Soldat;Nécropole Nationale Jonchery sur Suippe;0
12239;25/12/1888;Abbaretz;;;;;;7 Régiment de tirailleurs;Neuville-Saint-Vaast;Pas-de-Calais;27;;Nozay;;Soldat;;1
12240;10/03/1889;Petit-Mars;;;;;;65 Régiment d'infanterie;Toulouse ;Haute-Garonne;25;;Petit-Mars;;Soldat;Ossuaire National Crypte de Salonique - Toulouse;0
12241;08/10/1892;Plessé;;;;;;93 Régiment d'infanterie;Fère-Champenoise, La;Marne;21;;Plessé;;Caporal;;1
12242;21/07/1898;Saint-Sulpice-des-Landes;;1918;285;;;13 Régiment d'infanterie;Près Urvillers;Aisne;20;Saint-Mars-la-Jaille;Saint-Sulpice-des-Landes;;;;1
12243;;;;;;;;;;;;;Nantes;;;;0
12244;10/05/1887;Plessé;;;;;;53 Régiment d'infanterie coloniale;Connantre - Hôpital d'Evacuation n°10;Marne;31;;Plessé;;Soldat;Nécropole Nationale Fere Champenoise;1
